CheckPoint,RunTime
Initial Fit,37.16135287284851
Bootstrap Loop,1353.775179862976
DCP Resample+SoFiA,28.929770946502686
DCP Local Prep,1.754047155380249
DCP Dispatch,1322.4122030735016
Total,1395.5904450416565
