name,X_model,Y_model,Inc_model,PA_model,Vsys_model,RA_model,DEC_model,Vdisp_model,RHI_flag,RHI_AS,VHI,Rad,Vrot_model,Rad_SD,SD_model
WALLABY_J103538-484832_BS_90,21.793346,19.390392,75.031158,240.990448,5735.20166,158.9094195,-48.8092384,10.0,True,55.923076446441016,136.5727619859035,"7.49, 22.48, 37.46, 52.44, 67.43","34.56, 115.12, 123.88, 137.63, 133.08","7.49, 22.48, 37.46, 52.44, 67.43","3.2, 3.0, 4.0, 1.3, 0.0089"
WALLABY_J103538-484832_BS_91,21.591841,19.539749,68.997803,241.222382,5732.003906,158.9099424,-48.8090012,10.0,True,49.24239021192921,174.1974109678829,"7.49, 22.48, 37.46, 52.44, 67.43","87.01, 116.25, 131.15, 185.88, 142.23","7.49, 22.48, 37.46, 52.44, 67.43","5.0, 4.8, 4.6, 0.023, 0.017"
WALLABY_J103538-484832_BS_92,21.826088,19.317257,78.434044,240.564575,5739.078613,158.9093303,-48.8093583,10.0,True,50.318369098712445,160.549313304721,"7.49, 22.48, 37.46, 52.44, 67.43","19.04, 122.35, 117.03, 167.73, 127.78","7.49, 22.48, 37.46, 52.44, 67.43","1.9, 4.0, 5.0, 0.34, 0.058"
WALLABY_J103538-484832_BS_93,21.975225,19.249268,72.405396,242.394196,5741.200684,158.9089469,-48.809463,10.0,True,48.24629032258064,117.46622119815669,"7.49, 22.48, 37.46, 52.44, 67.43","36.48, 111.35, 132.76, 111.52, 119.74","7.49, 22.48, 37.46, 52.44, 67.43","2.6, 5.4, 3.5, 0.028, 0.4"
WALLABY_J103538-484832_BS_94,21.829458,19.249517,82.012276,247.009613,5739.56543,158.9093158,-48.809471,10.0,True,51.44133333333333,120.268,"7.49, 22.48, 37.46, 52.44, 67.43","3.87, 109.31, 125.84, 119.87, 107.34","7.49, 22.48, 37.46, 52.44, 67.43","1.0, 3.7, 3.8, 0.8, 0.27"
WALLABY_J103538-484832_BS_95,21.864769,19.428492,88.420265,246.24115,5739.008301,158.9092421,-48.8091708,10.0,True,51.26271002710027,128.89831978319785,"7.49, 22.48, 37.46, 52.44, 67.43","8.98, 103.5, 123.72, 129.34, 99.66","7.49, 22.48, 37.46, 52.44, 67.43","0.54, 3.8, 4.4, 0.71, 0.15"
WALLABY_J103538-484832_BS_96,21.932983,19.464314,83.91729,246.058655,5735.851562,158.9090726,-48.8091072,10.0,True,60.19879917184265,126.262049689441,"7.49, 22.48, 37.46, 52.44, 67.43","13.5, 113.48, 128.85, 121.79, 130.43","7.49, 22.48, 37.46, 52.44, 67.43","1.2, 4.7, 1.6, 2.0, 0.068"
WALLABY_J103538-484832_BS_97,21.584412,19.503391,75.898956,240.56601,5734.505859,158.909958,-48.8090622,10.0,True,51.56858725761773,138.66349030470914,"7.49, 22.48, 37.46, 52.44, 67.43","23.56, 106.11, 125.12, 139.5, 108.38","7.49, 22.48, 37.46, 52.44, 67.43","3.1, 4.0, 4.4, 0.79, 0.0015"
WALLABY_J103538-484832_BS_98,22.014814,19.131897,77.031685,238.532562,5740.75,158.9088365,-48.8096562,10.0,True,49.5650505050505,124.87949494949495,"7.49, 22.48, 37.46, 52.44, 67.43","30.64, 120.54, 123.53, 125.2, 88.16","7.49, 22.48, 37.46, 52.44, 67.43","4.5, 2.8, 4.2, 0.24, 0.092"
WALLABY_J103538-484832_BS_99,21.832935,19.277185,74.857681,239.653778,5738.258301,158.9093094,-48.8094247,10.0,True,55.942336448598134,140.40186915887853,"7.49, 22.48, 37.46, 52.44, 67.43","27.68, 111.52, 131.01, 125.0, 190.92","7.49, 22.48, 37.46, 52.44, 67.43","3.8, 4.2, 3.1, 1.3, 0.016"
WALLABY_J103538-484832_BS_100,21.806543,19.195154,82.21154,243.040894,5736.40625,158.9093691,-48.8095628,10.0,True,52.26237154150198,131.98391304347825,"7.49, 22.48, 37.46, 52.44, 67.43","12.77, 117.37, 119.81, 132.13, 80.84","7.49, 22.48, 37.46, 52.44, 67.43","0.17, 4.6, 3.5, 0.97, 0.022"
WALLABY_J103538-484832_BS_101,21.657532,19.258854,79.931503,242.060486,5737.196289,158.9097517,-48.8094653,10.0,True,48.25315520864605,38.76686580606426,"7.49, 22.48, 37.46, 52.44, 67.43","16.74, 103.19, 125.53, 5.11, 153.61","7.49, 22.48, 37.46, 52.44, 67.43","2.0, 6.6, 3.4, 0.069, 0.31"
WALLABY_J103538-484832_BS_102,22.112705,19.213261,77.542557,246.418854,5742.133301,158.9085959,-48.8095151,10.0,True,58.165015913430935,112.92553150859325,"7.49, 22.48, 37.46, 52.44, 67.43","36.83, 113.89, 122.15, 123.31, 96.12","7.49, 22.48, 37.46, 52.44, 67.43","2.9, 3.3, 3.2, 1.6, 0.029"
WALLABY_J103538-484832_BS_103,21.805868,19.359423,81.638557,247.862396,5738.324707,158.9093851,-48.8092892,10.0,True,49.10908869987849,111.490085054678,"7.49, 22.48, 37.46, 52.44, 67.43","19.76, 111.19, 124.78, 107.69, 101.53","7.49, 22.48, 37.46, 52.44, 67.43","0.58, 5.0, 4.2, 0.085, 0.15"
WALLABY_J103538-484832_BS_104,21.556894,19.294544,73.067139,243.903656,5733.884766,158.9100094,-48.8094116,10.0,True,48.73163280662152,125.13565086531227,"7.49, 22.48, 37.46, 52.44, 67.43","42.13, 110.12, 130.32, 123.43, 153.73","7.49, 22.48, 37.46, 52.44, 67.43","3.4, 5.2, 4.0, 0.013, 0.1"
WALLABY_J103538-484832_BS_105,21.81184,19.174511,77.053139,241.332092,5739.864746,158.9093538,-48.8095969,10.0,True,51.981428571428566,138.395,"7.49, 22.48, 37.46, 52.44, 67.43","32.78, 108.39, 125.57, 138.8, 149.48","7.49, 22.48, 37.46, 52.44, 67.43","3.0, 3.8, 2.9, 0.94, 0.045"
WALLABY_J103538-484832_BS_106,21.95389,19.266502,79.749512,241.115784,5738.512695,158.9090024,-48.8094355,10.0,True,49.199811912225705,138.83065830721003,"7.49, 22.48, 37.46, 52.44, 67.43","43.85, 106.06, 124.92, 142.67, 92.9","7.49, 22.48, 37.46, 52.44, 67.43","3.3, 3.6, 4.5, 0.034, 0.22"
WALLABY_J103538-484832_BS_107,21.795485,19.484726,79.215698,244.040833,5737.231445,158.9094223,-48.8090811,10.0,True,49.19132530120482,123.59518072289157,"7.49, 22.48, 37.46, 52.44, 67.43","35.76, 113.68, 126.25, 122.86, 146.59","7.49, 22.48, 37.46, 52.44, 67.43","2.8, 5.3, 3.6, 0.28, 0.4"
WALLABY_J103538-484832_BS_108,21.892513,19.279013,74.806801,241.570251,5737.381836,158.9091588,-48.8094182,10.0,True,56.08720194647202,125.81720194647201,"7.49, 22.48, 37.46, 52.44, 67.43","32.28, 115.14, 132.94, 132.17, 106.06","7.49, 22.48, 37.46, 52.44, 67.43","1.5, 6.0, 2.3, 1.3, 0.067"
WALLABY_J103538-484832_BS_109,21.944288,19.450401,75.414955,254.972137,5736.086426,158.9090428,-48.8091298,10.0,True,46.53878787878788,78.69121212121212,"7.49, 22.48, 37.46, 52.44, 67.43","43.62, 112.22, 129.97, 45.36, 126.44","7.49, 22.48, 37.46, 52.44, 67.43","3.6, 7.0, 2.2, 0.22, 0.0089"
WALLABY_J103538-484832_BS_110,22.079428,19.453465,81.549011,243.785828,5741.024414,158.9087011,-48.8091169,10.0,True,49.64153846153846,158.7930769230769,"7.49, 22.48, 37.46, 52.44, 67.43","36.02, 106.94, 124.81, 166.6, 82.26","7.49, 22.48, 37.46, 52.44, 67.43","3.2, 4.1, 4.7, 0.15, 0.098"
