name,X_model,Y_model,Inc_model,PA_model,Vsys_model,RA_model,DEC_model,Vdisp_model,RHI_flag,RHI_AS,VHI,Rad,Vrot_model,Rad_SD,SD_model
WALLABY_J103538-484832_BS_49,22.025739669799805,19.55154037475586,76.83892822265625,251.76535034179688,5739.00048828125,158.90884223570728,-48.80895660731405,10.0,True,49.06279326274041,128.88122890374947,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","50.697513580322266, 111.1986083984375, 126.92915344238281, 129.4501190185547, 151.44122314453125","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.443149729296711, 4.227821047923562, 3.0364117450248607, 0.4065319018933831, 0.0568000725149452"
WALLABY_J103538-484832_BS_50,21.799318313598633,19.222267150878906,75.5899658203125,251.42214965820312,5737.1767578125,158.90938643680275,-48.80951808008865,10.0,True,48.10928758243547,141.89849041305865,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","92.88716125488281, 118.10560607910156, 125.06893920898438, 148.74913024902344, 94.67476654052734","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","7.308228723060403, 5.371041096887142, 3.0563255565140195, 0.16295178627478302, 0.061761614434316964"
WALLABY_J103538-484832_BS_51,22.094236373901367,19.32111167907715,77.15068817138672,247.11233520507812,5740.0087890625,158.908648801831,-48.80933649038335,10.0,True,48.07495414278038,109.5100366568998,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","45.51119613647461, 113.0072021484375, 128.72084045410156, 101.60265350341797, 127.85345458984375","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","6.351608950890749, 5.455225680306601, 3.2001807376697076, 0.09438083469475522, 0.4445213577791408"
WALLABY_J103538-484832_BS_52,21.956987380981445,19.350276947021484,72.23469543457031,250.32443237304688,5738.583984375,158.9089986413452,-48.80929579777029,10.0,True,51.23160152799828,130.4989882313509,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","40.226165771484375, 127.24598693847656, 120.6356201171875, 131.367431640625, 134.8233184814453","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.958566447492301, 3.92033802091838, 3.5889105987492753, 0.7720532863966455, 0.03142992355113232"
WALLABY_J103538-484832_BS_53,21.897686004638672,19.399669647216797,74.2320785522461,252.82632446289062,5739.123046875,158.90915300731635,-48.80921693307379,10.0,True,60.49091540443001,150.03420371608405,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","40.73960876464844, 114.03877258300781, 133.3553466796875, 122.55741882324219, 173.72247314453125","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.7282217241490105, 4.2319727650421, 1.8074411995474795, 1.9539040414139575, 0.17762081589883494"
WALLABY_J103538-484832_BS_54,22.25121307373047,19.30743408203125,73.07489013671875,249.84768676757812,5743.595703125,158.90825039471454,-48.80935025057997,10.0,True,56.93093769273101,132.49595915873962,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","25.06061553955078, 109.33554077148438, 133.11244201660156, 121.57304382324219, 158.0511016845703","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.3825690223437626, 3.497288685215718, 3.178035174145814, 1.2833951434307245, 0.33697158139049427"
WALLABY_J103538-484832_BS_55,22.074554443359375,19.35428810119629,70.43313598632812,247.4935302734375,5740.14404296875,158.90870150046038,-48.8092823603479,10.0,True,51.97996675396472,131.1836874065063,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","43.343994140625, 118.64112854003906, 124.90669250488281, 131.3843536376953, 142.9051513671875","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.7045274958798355, 4.244364716340093, 3.305532863721378, 0.9262955286890938, 0.05384783159416059"
WALLABY_J103538-484832_BS_56,21.938087463378906,19.486209869384766,73.91106414794922,248.63571166992188,5738.708984375,158.9090583278066,-48.80907046361138,10.0,True,52.604325025247725,137.04083316990847,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","44.12836456298828, 109.02490234375, 124.93587493896484, 136.8070068359375, 158.68032836914062","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.137393643866019, 4.580324109307754, 3.0117426558668847, 1.0102182268697872, 0.054352572106426085"
WALLABY_J103538-484832_BS_57,21.921916961669922,19.269495010375977,74.4634017944336,248.67105102539062,5738.1298828125,158.9090803339093,-48.809432369516465,10.0,True,51.59949497743542,129.67507315255094,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","30.726091384887695, 116.55746459960938, 123.63044738769531, 130.03616333007812, 124.59136199951172","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.564263921332022, 4.25092646232257, 3.386106880515677, 0.8574601984305267, 0.09102172694468853"
WALLABY_J103538-484832_BS_58,21.96292495727539,19.28953742980957,75.23393249511719,254.04959106445312,5738.5439453125,158.90897831631312,-48.809396628926,10.0,True,49.067211529338344,154.7526880036135,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","48.96482849121094, 110.26842498779297, 128.9654541015625, 162.25514221191406, 149.16664123535156","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.815889684077668, 5.824169183346545, 3.5264644651492016, 0.2649586213598175, 0.03644186916229149"
WALLABY_J103538-484832_BS_59,22.10118293762207,19.33053970336914,69.6343765258789,246.90628051757812,5742.9462890625,158.90863204714924,-48.80932038712831,10.0,True,57.71673685865449,136.79258263531744,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","34.961997985839844, 120.04214477539062, 118.79896545410156, 136.20094299316406, 137.88230895996094","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.990861150269371, 4.217800678787787, 2.5003801929806855, 1.5400371474164465, 0.005319025474463443"
WALLABY_J103538-484832_BS_60,21.8135986328125,19.281280517578125,73.88935852050781,252.4478759765625,5734.90576171875,158.90935545108618,-48.80941896245711,10.0,True,49.17555206986572,108.3244301977873,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","42.56962203979492, 115.42768096923828, 127.51673889160156, 102.96980285644531, 137.02328491210938","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.644653106344761, 4.262452572831158, 4.104106671797321, 0.13395857057024668, 0.09547035266725754"
WALLABY_J103538-484832_BS_61,21.798358917236328,19.348161697387695,74.9579849243164,246.94613647460938,5738.5458984375,158.9093998493426,-48.80930843566375,10.0,True,51.76983858385689,164.3734904631148,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","34.7476806640625, 119.76083374023438, 122.11819458007812, 166.36465454101562, 152.03857421875","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.668556948138379, 4.161697987637825, 3.3509320984461146, 0.8892188198855061, 0.0036470300959046665"
WALLABY_J103538-484832_BS_62,22.027822494506836,19.288536071777344,73.72709655761719,249.2974853515625,5740.50390625,158.9088140122584,-48.809394567510196,10.0,True,57.18193351010602,121.15528501489587,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","78.55158233642578, 120.3353271484375, 122.633056640625, 129.90167236328125, 102.23976135253906","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.533537398371649, 3.7012853045369076, 3.020066893456261, 1.4295064349766866, 0.07112058838375006"
WALLABY_J103538-484832_BS_63,22.039836883544922,19.37334632873535,70.83419036865234,251.85281372070312,5741.5322265625,158.90879101283448,-48.809252610689114,10.0,True,49.635068390487184,133.12194972503409,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","46.66642761230469, 113.54222106933594, 127.74050903320312, 134.36358642578125, 148.47230529785156","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.661267874826116, 4.775416367177324, 3.2069528871773465, 0.4907992378882897, 0.05038436968645209"
WALLABY_J103538-484832_BS_64,22.07862663269043,19.336862564086914,75.47923278808594,247.34408569335938,5739.3349609375,158.90868967536008,-48.80931115161342,10.0,True,50.186394805119505,121.13613640977785,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","66.32647705078125, 119.69712829589844, 121.78669738769531, 121.02072143554688, 136.6846923828125","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.685563556976984, 3.898462374307243, 3.7174834793051126, 0.51789563717596, 0.04855067103546516"
WALLABY_J103538-484832_BS_65,21.90027618408203,19.382234573364258,76.0371322631836,245.75210571289062,5736.70361328125,158.90914493172718,-48.80924582542671,10.0,True,49.414131640357695,115.31110931003005,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","63.55479431152344, 128.7276611328125, 117.82730102539062, 114.67332458496094, 138.46180725097656","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.0054289984975515, 3.492251113956195, 3.8504513972013275, 0.277489727993015, 0.061877008029106985"
WALLABY_J103538-484832_BS_66,22.109922409057617,19.193260192871094,75.70133209228516,243.57827758789062,5739.87841796875,158.90859795094786,-48.80954854798753,10.0,True,50.5035788491209,158.23803005961477,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","90.37467193603516, 111.96731567382812, 125.47006225585938, 163.11314392089844, 102.6597671508789","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.90644775836159, 4.030561028077599, 3.893489846440355, 0.569515798405775, 0.0701684647031796"
WALLABY_J103538-484832_BS_67,21.69732666015625,19.362173080444336,73.8211669921875,245.16720581054688,5737.0185546875,158.90965672328647,-48.80929090168177,10.0,True,49.30898147572523,124.02156418577124,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","33.918174743652344, 108.6241455078125, 130.51730346679688, 122.30281829833984, 105.05694580078125","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.960961203008981, 5.8511956346537755, 3.1986273329201036, 0.4182522538290658, 0.09165708502395739"
WALLABY_J103538-484832_BS_68,21.88738441467285,19.270639419555664,75.14193725585938,243.89422607421875,5739.53515625,158.90916781496418,-48.80943244755095,10.0,True,50.26515495991224,117.42927689573668,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","41.58754348754883, 118.50471496582031, 124.14321899414062, 116.28678894042969, 146.48947143554688","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.611815644685892, 4.4194394092925755, 3.8455857827652484, 0.5157766577440435, 0.009994940987590486"
WALLABY_J103538-484832_BS_69,22.306396484375,19.179431915283203,73.69084167480469,248.81161499023438,5743.7646484375,158.9080995845267,-48.80956028862123,10.0,True,55.610557821266745,137.88987477475519,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","46.232276916503906, 115.87901306152344, 119.46200561523438, 144.5146484375, 113.16500091552734","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.668460568050508, 4.1810029719052375, 2.779492714119901, 1.2617180503339456, 0.023220096170232792"
WALLABY_J103538-484832_BS_70,21.908525466918945,19.344404220581055,71.73710632324219,252.3741455078125,5737.40283203125,158.9091207566133,-48.809308364532164,10.0,True,49.322309130556036,107.02187349017439,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","38.09807586669922, 108.61285400390625, 131.48924255371094, 100.58267211914062, 130.1564178466797","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.668602768180154, 4.4049207760556435, 4.147303384513974, 0.17170823654988304, 0.04192229342973882"
WALLABY_J103538-484832_BS_71,22.10871696472168,19.37458038330078,77.0750503540039,244.63790893554688,5737.6171875,158.90861682695925,-48.809246596653,10.0,True,49.839422661456766,98.99675146370032,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","47.97178649902344, 118.94627380371094, 122.2809829711914, 94.0975341796875, 106.56438446044922","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.041837263411994, 3.7401414899628804, 3.679996628460923, 0.4361039659381672, 0.029480798388658695"
WALLABY_J103538-484832_BS_72,21.922998428344727,19.341053009033203,76.0568618774414,247.9324951171875,5736.92333984375,158.90908384186682,-48.80931311493751,10.0,True,49.19496602701605,128.62550787414133,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","37.99123764038086, 107.5923843383789, 126.32846069335938, 129.2615203857422, 126.54273986816406","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","3.6232806334184664, 4.409929907289237, 4.404891546028994, 0.05724460427440049, 0.0038459374647525505"
WALLABY_J103538-484832_BS_73,22.068214416503906,19.399253845214844,70.50062561035156,248.00360107421875,5741.77978515625,158.9087214676754,-48.80920782635946,10.0,True,56.94306105523381,137.90899673326325,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","29.915077209472656, 109.99893188476562, 127.51625061035156, 137.9922637939453, 137.71493530273438","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.1388272318397155, 4.021963713572586, 2.7274817000337372, 1.4244887454019572, 0.01069051193425663"
WALLABY_J103538-484832_BS_74,21.829185485839844,19.44312286376953,73.42510986328125,252.68450927734375,5738.57080078125,158.90933013191653,-48.80914848997311,10.0,True,49.546112081994046,116.73972118766325,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","35.785526275634766, 117.89039611816406, 124.02801513671875, 114.99210357666016, 141.77728271484375","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.782918740684057, 4.0359556796626785, 3.3825660972874734, 0.4286983346029696, 0.08256962444706854"
WALLABY_J103538-484832_BS_75,22.231342315673828,19.398815155029297,78.64942169189453,249.93975830078125,5742.265625,158.90830865230424,-48.809199181527205,10.0,True,49.99745268771949,133.8659286448144,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","61.088096618652344, 111.55831146240234, 124.86929321289062, 135.62164306640625, 86.62945556640625","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.025166668213075, 5.153159951573814, 3.4323216593172954, 0.5253267460343861, 0.04484736161741616"
WALLABY_J103538-484832_BS_76,22.26155662536621,19.338014602661133,73.90734100341797,249.5262451171875,5741.95556640625,158.90822689089828,-48.809298718818276,10.0,True,49.96944709016922,121.11541394576206,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","46.421600341796875, 107.40240478515625, 130.81785583496094, 119.19599914550781, 89.24629211425781","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.5765784525594295, 4.750432857732685, 3.55777351036096, 0.49400074872383876, 0.04043892306690329"
WALLABY_J103538-484832_BS_77,21.892160415649414,19.228492736816406,67.86769104003906,249.46920776367188,5738.61328125,158.90915205193087,-48.80950237584217,10.0,True,48.44291102549714,103.1767887850722,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","24.115768432617188, 117.26519775390625, 131.3080291748047, 92.92807006835938, 121.79423522949219","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.88257838487911, 5.609123087284655, 3.4404457633908727, 0.11090155194452832, 0.04160325657636644"
WALLABY_J103538-484832_BS_78,22.12234115600586,19.206022262573242,75.7668685913086,244.76907348632812,5741.2763671875,158.90856764037332,-48.80952657678825,10.0,True,54.19142823513396,144.552955068857,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","32.74047088623047, 117.83038330078125, 118.22966003417969, 143.50709533691406, 152.4759979248047","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.802983705644359, 5.866402621851627, 3.1174821456050563, 1.123186684032088, 0.06678367370053029"
WALLABY_J103538-484832_BS_79,21.998897552490234,19.36351776123047,74.67793273925781,253.85964965820312,5738.8154296875,158.90889374763805,-48.809271334533136,10.0,True,49.611463530882354,128.85635456885913,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","43.08125305175781, 110.62208557128906, 128.790771484375, 128.87164306640625, 118.3697509765625","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.922442347890561, 4.6482036045282005, 3.595209011158332, 0.3950140205589637, 0.21314968287455713"
WALLABY_J103538-484832_BS_80,21.880348205566406,19.35537338256836,73.43872833251953,246.29922485351562,5738.77197265625,158.90919301338687,-48.80929171251506,10.0,True,49.34599568219016,126.2132984756915,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","53.465087890625, 109.32261657714844, 127.75869750976562, 125.81047821044922, 161.61871337890625","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.037063552393039, 4.1997802356915175, 3.9619210254971162, 0.227952271995378, 0.04295136811796709"
WALLABY_J103538-484832_BS_81,21.75185203552246,19.569759368896484,78.73695373535156,242.1693115234375,5734.79931640625,158.9095368643586,-48.80894199763639,10.0,True,49.58908299233428,115.0391945457372,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","53.84730529785156, 109.24964141845703, 125.97622680664062, 112.46470642089844, 143.10983276367188","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.889859031517023, 4.887169342398113, 3.325624162039022, 0.45256705428123223, 0.05686762580570157"
WALLABY_J103538-484832_BS_82,22.134416580200195,19.3664608001709,79.13896179199219,249.08441162109375,5740.9140625,158.90855108817888,-48.80925864423351,10.0,True,49.11404617978023,188.54497672817314,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","87.38990783691406, 108.56498718261719, 123.76213073730469, 207.0565948486328, 154.61216735839844","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.660313262235488, 4.0532335220819045, 4.049097078310625, 0.12872428090220525, 0.44032079228273335"
WALLABY_J103538-484832_BS_83,22.096755981445312,19.53343963623047,65.36280822753906,250.45050048828125,5740.765625,158.9086609578944,-48.80898267607886,10.0,True,51.33317298463912,126.00776447427248,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","19.79047966003418, 122.38365936279297, 138.63186645507812, 124.99681091308594, 108.97172546386719","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.0588591455978555, 4.4872930978228265, 3.7645899055863303, 0.7786082515396068, 0.10332073794961306"
WALLABY_J103538-484832_BS_84,22.169660568237305,19.39297103881836,69.65223693847656,248.2264404296875,5741.59814453125,158.90846422102123,-48.80921246117373,10.0,True,47.79878755762162,131.00655083730297,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","66.19428253173828, 120.126220703125, 129.87844848632812, 131.513427734375, 124.72265625","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.526218831699164, 6.176441037853275, 2.3408703575523324, 0.39752256909605826, 0.13267695075593455"
WALLABY_J103538-484832_BS_85,21.93974494934082,19.319303512573242,73.81668090820312,248.1884765625,5739.56689453125,158.90903956856172,-48.80934838026769,10.0,True,51.6754498970345,121.43824831701383,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","40.94102096557617, 110.49817657470703, 130.35226440429688, 120.95622253417969, 120.28483581542969","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.956399212183055, 3.954000214942219, 3.310057724513452, 0.8750835344980797, 0.05935074619461281"
WALLABY_J103538-484832_BS_86,21.903472900390625,19.4251651763916,74.48583221435547,252.7435302734375,5738.5654296875,158.9091405890139,-48.809174133269316,10.0,True,48.72035347462367,117.04148535149665,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","49.042354583740234, 120.82902526855469, 123.89576721191406, 114.7747573852539, 117.24409484863281","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.717545654415421, 4.870062140134462, 3.7402054800212214, 0.09380726948432418, 0.03707967130628864"
WALLABY_J103538-484832_BS_87,22.137348175048828,19.319210052490234,76.45155334472656,246.20809936523438,5738.08642578125,158.90853954592666,-48.80933718016052,10.0,True,56.79923031243473,147.06154864605801,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","39.466148376464844, 111.54641723632812, 123.97434997558594, 132.43447875976562, 182.7601776123047","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.919351630126313, 3.25559586485947, 2.7136877607908563, 1.2414676985379556, 0.4106772002560691"
WALLABY_J103538-484832_BS_88,21.98586654663086,19.295181274414062,87.73432922363281,253.17489624023438,5738.390625,158.90892075747692,-48.8093859097929,10.0,True,56.21999796818522,136.49623861767762,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","90.96878051757812, 115.2122802734375, 124.97061157226562, 119.52224731445312, 186.88162231445312","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.279006012976888, 3.523037178691142, 2.844734133601827, 1.3288467815365719, 0.023855322582714934"
WALLABY_J103538-484832_BS_89,21.936410903930664,19.242395401000977,78.34954071044922,247.99594116210938,5741.392578125,158.90904129353868,-48.8094766758374,10.0,True,49.52440117404878,131.59176626442832,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","42.06491470336914, 111.35871887207031, 128.69183349609375, 132.29359436035156, 114.00810241699219","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","3.1448430305505304, 5.331562654227178, 4.099113077244559, 0.24996722206685465, 0.030831942380940752"
WALLABY_J103538-484832_BS_90,21.958755493164062,19.38326644897461,68.91010284423828,247.31546020507812,5736.2333984375,158.9089970462331,-48.80924074635164,10.0,True,50.587363512621764,123.16202209357915,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","46.65586471557617, 107.64909362792969, 131.73269653320312, 121.94974517822266, 154.4611053466797","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","3.932470325312982, 3.6357049747459906, 4.204183173039097, 0.546785107681743, 0.02303546641856877"
WALLABY_J103538-484832_BS_91,21.977781295776367,19.353775024414062,70.54503631591797,250.35122680664062,5738.42578125,158.90894632982238,-48.809288776214316,10.0,True,50.21248836018173,121.49399945869266,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","38.421451568603516, 109.64292907714844, 130.08619689941406, 119.99037170410156, 127.76588439941406","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","4.614386307029617, 4.716847293778711, 3.6967035636929753, 0.5280790097936808, 0.03882825560884176"
WALLABY_J103538-484832_BS_92,22.037233352661133,19.330026626586914,75.66356658935547,247.4139404296875,5739.80419921875,158.90879382009877,-48.80932491688368,10.0,True,50.23871389871238,137.90552407464114,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","50.229576110839844, 107.49626922607422, 123.89724731445312, 140.32318115234375, 118.03237915039062","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","3.241133585007249, 4.250746868825497, 3.9905366949199355, 0.48386997698740863, 0.014517481152548778"
WALLABY_J103538-484832_BS_93,22.138952255249023,19.245948791503906,73.5976333618164,244.307861328125,5740.7314453125,158.90852909249017,-48.80945911745826,10.0,True,55.73569657801423,135.62907130223877,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","61.722328186035156, 113.40391540527344, 126.02745056152344, 141.38601684570312, 115.17881774902344","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.6320731348753466, 4.822458276733054, 2.537891533847203, 1.270173428042885, 0.04026969421469725"
WALLABY_J103538-484832_BS_94,22.232593536376953,19.3696231842041,74.13758087158203,249.81326293945312,5741.10400390625,158.9083029380544,-48.80924773395565,10.0,True,51.30440033359188,133.96463054603316,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","48.29650115966797, 116.4227294921875, 125.12455749511719, 134.69239807128906, 115.43092346191406","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.038779433957442, 4.445332999566954, 3.222838484993902, 0.8170026815445877, 0.04112245061717256"
WALLABY_J103538-484832_BS_95,21.94822120666504,19.53752326965332,67.52830505371094,246.74774169921875,5739.98828125,158.90903716344084,-48.80898440981184,10.0,True,51.274168296075246,145.7877307887834,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","37.17454528808594, 127.13505554199219, 122.59014892578125, 147.75244140625, 154.25320434570312","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","3.6769696090344617, 5.29237651183371, 2.5560181003735614, 0.8682136224013081, 0.0020847378381977848"
WALLABY_J103538-484832_BS_96,22.11227798461914,19.310001373291016,70.86243438720703,252.39688110351562,5738.3701171875,158.9086021796969,-48.80935395967583,10.0,True,50.993248025383075,134.13438813073844,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","34.167171478271484, 115.01419067382812, 134.1510772705078, 134.13259887695312, 138.34677124023438","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.001500353302681, 4.850439575577505, 2.7003636086429568, 0.8177028855163111, 0.04832020478367774"
WALLABY_J103538-484832_BS_97,22.2130126953125,19.24982452392578,75.34666442871094,245.08609008789062,5742.55517578125,158.90834202811607,-48.80944840509685,10.0,True,49.106820572685194,124.56193849964053,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","56.03215408325195, 117.15834045410156, 122.06768798828125, 125.27665710449219, 131.9235382080078","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.680016698586466, 4.446814514251014, 3.4944702259794043, 0.28521843670610225, 0.22068571370364268"
WALLABY_J103538-484832_BS_98,21.904695510864258,19.36711883544922,70.2171859741211,245.71401977539062,5735.427734375,158.90913243005835,-48.809270749414026,10.0,True,50.01134031129519,135.70670195419007,"7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","74.78244018554688, 112.79345703125, 130.45223999023438, 136.7251739501953, 187.10247802734375","7.492021560668945, 22.476064682006836, 37.460105895996094, 52.44414520263672, 67.42819213867188","5.582985650121291, 4.519488260509143, 2.8079706600838223, 0.6495611730514337, 0.09477252692686898"
